wine
fold;numberOfClassfiers;samplingFactor;k;classificationAlgorithm;weightedTPRate;weightedFPRate;weightedAccuracy;weightedPrecision;weightedRecall;F
3;25;0.1;falling;KnnAdaBoost;0.66853935;0.18098548;0.7754387;0.67010194;0.66853935;0.6671844
5;25;0.1;falling;KnnAdaBoost;0.6516854;0.18413286;0.7680848;0.6480746;0.6516854;0.6486103
10;25;0.1;falling;KnnAdaBoost;0.6573034;0.17734638;0.7711779;0.64896965;0.6573034;0.6526104
2;25;0.5;const;KnnBagging;0.7247191;0.14866777;0.8161848;0.71676075;0.7247191;0.7179483
3;25;0.5;const;KnnBagging;0.6797753;0.17968103;0.7865484;0.65279657;0.6797753;0.6527371
5;25;0.5;const;KnnBagging;0.6966292;0.17132488;0.79705846;0.6816381;0.6966292;0.67778593
10;25;0.5;const;KnnBagging;0.71348315;0.15754552;0.8087047;0.7016474;0.71348315;0.7012728
2;25;0.5;const;KnnAdaBoost;0.6966292;0.14344698;0.8003409;0.71534514;0.6966292;0.7025221
3;25;0.5;const;KnnAdaBoost;0.7078652;0.15087275;0.80457014;0.70898175;0.7078652;0.708389
5;25;0.5;const;KnnAdaBoost;0.7078652;0.15229484;0.8053591;0.70639414;0.7078652;0.7067449
10;25;0.5;const;KnnAdaBoost;0.7247191;0.13945791;0.8154905;0.7247233;0.7247191;0.7243416
2;25;0.5;growing;KnnBagging;0.74157304;0.13275523;0.82890415;0.7425547;0.74157304;0.74183303
3;25;0.5;growing;KnnBagging;0.69101125;0.17764863;0.79295546;0.6804816;0.69101125;0.67068356
5;25;0.5;growing;KnnBagging;0.69101125;0.17482132;0.792987;0.6772298;0.69101125;0.67139137
10;25;0.5;growing;KnnBagging;0.7247191;0.15103231;0.8154589;0.7151485;0.7247191;0.71516925
2;25;0.5;growing;KnnAdaBoost;0.64044946;0.1771868;0.7606048;0.6462309;0.64044946;0.64162546
3;25;0.5;growing;KnnAdaBoost;0.6741573;0.17371932;0.7820035;0.65510106;0.6741573;0.6616648
5;25;0.5;growing;KnnAdaBoost;0.7078652;0.15229484;0.8034971;0.7046377;0.7078652;0.70610404
10;25;0.5;growing;KnnAdaBoost;0.69101125;0.15426844;0.79443884;0.6926028;0.69101125;0.6912413
2;25;0.5;falling;KnnBagging;0.7078652;0.15631288;0.80457014;0.69636124;0.7078652;0.69950587
3;25;0.5;falling;KnnBagging;0.71348315;0.16321704;0.8079472;0.698573;0.71348315;0.6900009
5;25;0.5;falling;KnnBagging;0.7078652;0.16529137;0.80425453;0.6986433;0.7078652;0.69099224
10;25;0.5;falling;KnnBagging;0.7022472;0.16357905;0.80081433;0.6931643;0.7022472;0.6928716
2;25;0.5;falling;KnnAdaBoost;0.7078652;0.14189425;0.8041599;0.71865356;0.7078652;0.70977414
3;25;0.5;falling;KnnAdaBoost;0.7022472;0.16238832;0.80081433;0.7087574;0.7022472;0.7012442
5;25;0.5;falling;KnnAdaBoost;0.66292137;0.1641604;0.77670115;0.6756476;0.66292137;0.66741854
10;25;0.5;falling;KnnAdaBoost;0.71910113;0.14247468;0.8117347;0.7214144;0.71910113;0.7199842
2;25;0.75;const;KnnBagging;0.71910113;0.14483921;0.815017;0.71317095;0.71910113;0.7154816
3;25;0.75;const;KnnBagging;0.73595506;0.14665228;0.82265496;0.73003256;0.73595506;0.72604156
5;25;0.75;const;KnnBagging;0.6966292;0.16447955;0.7981947;0.68226695;0.6966292;0.68435746
10;25;0.75;const;KnnBagging;0.76404494;0.12682247;0.8410238;0.7626611;0.76404494;0.7624868
2;25;0.75;const;KnnAdaBoost;0.7022472;0.15483193;0.80188733;0.70669514;0.7022472;0.70377713
3;25;0.75;const;KnnAdaBoost;0.71348315;0.15022051;0.80797887;0.7089772;0.71348315;0.71081936
5;25;0.75;const;KnnAdaBoost;0.7078652;0.15229484;0.80390733;0.70814294;0.7078652;0.70791334
10;25;0.75;const;KnnAdaBoost;0.747191;0.1337565;0.83013505;0.7445513;0.747191;0.745415
2;25;0.75;growing;KnnBagging;0.71348315;0.14808737;0.8108825;0.71572655;0.71348315;0.71371204
3;25;0.75;growing;KnnBagging;0.71910113;0.15712467;0.8117031;0.70658016;0.71910113;0.70340925
5;25;0.75;growing;KnnBagging;0.71348315;0.15683447;0.8072529;0.70715237;0.71348315;0.7068621
10;25;0.75;growing;KnnBagging;0.71910113;0.15074211;0.81280774;0.71203315;0.71910113;0.7132522
2;25;0.75;growing;KnnAdaBoost;0.6966292;0.1519458;0.7992047;0.70502687;0.6966292;0.7003981
3;25;0.75;growing;KnnAdaBoost;0.66853935;0.1734291;0.77692217;0.6719801;0.66853935;0.6699645
5;25;0.75;growing;KnnAdaBoost;0.7078652;0.15489076;0.80460167;0.70562255;0.7078652;0.70583105
10;25;0.75;growing;KnnAdaBoost;0.7247191;0.14016896;0.8154905;0.72191346;0.7247191;0.722773
2;25;0.75;falling;KnnBagging;0.71348315;0.14785598;0.8090519;0.71081936;0.71348315;0.7120522
3;25;0.75;falling;KnnBagging;0.7303371;0.14801554;0.8203194;0.71886843;0.7303371;0.71811444
5;25;0.75;falling;KnnBagging;0.7078652;0.16127333;0.8049804;0.6983009;0.7078652;0.6964705
10;25;0.75;falling;KnnBagging;0.73595506;0.14380807;0.8229705;0.7323088;0.73595506;0.7314866
2;25;0.75;falling;KnnAdaBoost;0.6573034;0.16529231;0.772251;0.6730079;0.6573034;0.6617198
3;25;0.75;falling;KnnAdaBoost;0.6966292;0.16140397;0.79705846;0.6873371;0.6966292;0.6904177
5;25;0.75;falling;KnnAdaBoost;0.6966292;0.15715456;0.7985418;0.6891694;0.6966292;0.6922758
10;25;0.75;falling;KnnAdaBoost;0.7303371;0.1430551;0.8200038;0.72496367;0.7303371;0.72628963
2;25;0.9;const;KnnBagging;0.6853933;0.15657414;0.7917561;0.6910816;0.6853933;0.6878749
3;25;0.9;const;KnnBagging;0.74157304;0.14409827;0.8256533;0.7394446;0.74157304;0.735761
5;25;0.9;const;KnnBagging;0.71910113;0.15641361;0.8117347;0.7119064;0.71910113;0.7086532
10;25;0.9;const;KnnBagging;0.71910113;0.14979967;0.8121134;0.71414435;0.71910113;0.7152271
2;25;0.9;const;KnnAdaBoost;0.66853935;0.16231745;0.77938396;0.68990564;0.66853935;0.67616504
3;25;0.9;const;KnnAdaBoost;0.7247191;0.14276488;0.8161533;0.7152892;0.7247191;0.7188569
5;25;0.9;const;KnnAdaBoost;0.7078652;0.16244715;0.80457014;0.70188427;0.7078652;0.69848025
10;25;0.9;const;KnnAdaBoost;0.75842696;0.1229939;0.8387514;0.7591263;0.75842696;0.7587432
2;25;0.9;growing;KnnBagging;0.71910113;0.1481462;0.8120818;0.7123399;0.71910113;0.7147797
3;25;0.9;growing;KnnBagging;0.747191;0.1422553;0.8308295;0.7453072;0.747191;0.73912144
5;25;0.9;growing;KnnBagging;0.7247191;0.15528172;0.81438583;0.72165877;0.7247191;0.7158779
10;25;0.9;growing;KnnBagging;0.747191;0.13635243;0.83013505;0.7460705;0.747191;0.745236
2;25;0.9;growing;KnnAdaBoost;0.6853933;0.1525561;0.7906199;0.6969532;0.6853933;0.6884287
3;25;0.9;growing;KnnAdaBoost;0.6797753;0.16856939;0.7865484;0.67644846;0.6797753;0.6772706
5;25;0.9;growing;KnnAdaBoost;0.7078652;0.15229484;0.8057063;0.70454204;0.7078652;0.7057237
10;25;0.9;growing;KnnAdaBoost;0.74157304;0.13417736;0.82710516;0.7394859;0.74157304;0.7404221
2;25;0.9;falling;KnnBagging;0.7303371;0.13525042;0.82177126;0.7361321;0.7303371;0.73289806
3;25;0.9;falling;KnnBagging;0.7303371;0.15061148;0.81886756;0.7240705;0.7303371;0.7202876
5;25;0.9;falling;KnnBagging;0.7247191;0.15032126;0.81511176;0.7197245;0.7247191;0.71920735
10;25;0.9;falling;KnnBagging;0.752809;0.13404672;0.8335438;0.7494908;0.752809;0.7492031
2;25;0.9;falling;KnnAdaBoost;0.7078652;0.13622275;0.80564326;0.7341541;0.7078652;0.7133692
3;25;0.9;falling;KnnAdaBoost;0.69101125;0.15567362;0.794786;0.7058785;0.69101125;0.696815
5;25;0.9;falling;KnnAdaBoost;0.7078652;0.15110411;0.80529606;0.71509224;0.7078652;0.7106901
10;25;0.9;falling;KnnAdaBoost;0.7303371;0.13761497;0.8199406;0.7311396;0.7303371;0.7307076
2;25;1.0;const;KnnBagging;0.7303371;0.134308;0.82142407;0.7359656;0.7303371;0.7327564
3;25;1.0;const;KnnBagging;0.7303371;0.14753588;0.8199406;0.7248784;0.7303371;0.723713
5;25;1.0;const;KnnBagging;0.74157304;0.13913782;0.82637924;0.73800313;0.74157304;0.7383077
10;25;1.0;const;KnnBagging;0.74157304;0.13819538;0.82675797;0.73697454;0.74157304;0.7378738
2;25;1.0;const;KnnAdaBoost;0.64044946;0.16797695;0.7624984;0.6660621;0.64044946;0.64619815
3;25;1.0;const;KnnAdaBoost;0.7303371;0.14021087;0.8174157;0.7351407;0.7303371;0.7323873
5;25;1.0;const;KnnAdaBoost;0.71910113;0.14672408;0.81242895;0.7168489;0.71910113;0.7177038
10;25;1.0;const;KnnAdaBoost;0.747191;0.13044955;0.83158696;0.7450259;0.747191;0.7460008
2;25;1.0;growing;KnnBagging;0.6966292;0.15006094;0.7988891;0.7053953;0.6966292;0.7002031
3;25;1.0;growing;KnnBagging;0.74157304;0.13984887;0.82783103;0.7337216;0.74157304;0.7341334
5;25;1.0;growing;KnnBagging;0.7247191;0.14772534;0.8158692;0.71968454;0.7247191;0.7203165
10;25;1.0;growing;KnnBagging;0.76404494;0.12588003;0.8421285;0.76095015;0.76404494;0.761376
2;25;1.0;growing;KnnAdaBoost;0.69101125;0.15874921;0.79440725;0.6933254;0.69101125;0.69203097
3;25;1.0;growing;KnnAdaBoost;0.73595506;0.1461726;0.8219291;0.7355552;0.73595506;0.7320684
5;25;1.0;growing;KnnAdaBoost;0.7078652;0.1541797;0.8038442;0.7071872;0.7078652;0.7071488
10;25;1.0;growing;KnnAdaBoost;0.75842696;0.122282855;0.83982456;0.7599273;0.75842696;0.7591383
2;25;1.0;falling;KnnBagging;0.71910113;0.14270605;0.8142596;0.7231646;0.71910113;0.72086567
3;25;1.0;falling;KnnBagging;0.73595506;0.14665228;0.82265496;0.73003256;0.73595506;0.72604156
5;25;1.0;falling;KnnBagging;0.7247191;0.1496102;0.8154589;0.7204084;0.7247191;0.7200043
10;25;1.0;falling;KnnBagging;0.752809;0.13239324;0.8338909;0.7481194;0.752809;0.74904555
2;25;1.0;falling;KnnAdaBoost;0.6797753;0.156995;0.7858225;0.69078;0.6797753;0.68277305
3;25;1.0;falling;KnnAdaBoost;0.747191;0.1337565;0.8294408;0.7472908;0.747191;0.7470173
5;25;1.0;falling;KnnAdaBoost;0.71910113;0.1464927;0.8113875;0.7170195;0.71910113;0.7179565
10;25;1.0;falling;KnnAdaBoost;0.75842696;0.12558982;0.8372996;0.7604787;0.75842696;0.7593345

iris
fold;numberOfClassfiers;samplingFactor;k;classificationAlgorithm;weightedTPRate;weightedFPRate;weightedAccuracy;weightedPrecision;weightedRecall;F
2;2;0.1;const;KnnBagging;0.72;0.14;0.8133334;0.7181925;0.72;0.71679986
3;2;0.1;const;KnnBagging;0.7733333;0.11333334;0.84888893;0.7736412;0.7733333;0.7715019
5;2;0.1;const;KnnBagging;0.9066667;0.046666667;0.9377778;0.911175;0.9066667;0.90547657
10;2;0.1;const;KnnBagging;0.8466667;0.07666667;0.8977778;0.8558217;0.8466667;0.8447886
2;2;0.1;const;KnnAdaBoost;0.47333333;0.26333332;0.6488889;0.4474495;0.47333333;0.3854707
3;2;0.1;const;KnnAdaBoost;0.6;0.2;0.73333335;0.5818367;0.6;0.5826952
5;2;0.1;const;KnnAdaBoost;0.8;0.1;0.8666667;0.8111168;0.8;0.7969057
10;2;0.1;const;KnnAdaBoost;0.72;0.14;0.81333333;0.72138256;0.72;0.72034055
2;2;0.1;growing;KnnBagging;0.7733333;0.11333334;0.84888893;0.7727658;0.7733333;0.7594072
3;2;0.1;growing;KnnBagging;0.9066667;0.046666667;0.9377778;0.9166667;0.9066667;0.90572387
5;2;0.1;growing;KnnBagging;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
10;2;0.1;growing;KnnBagging;0.85333335;0.07333333;0.9022223;0.8587183;0.85333335;0.85099804
2;2;0.1;growing;KnnAdaBoost;0.14;0.43;0.42666668;0.10294118;0.14;0.118644066
3;2;0.1;growing;KnnAdaBoost;0.66;0.17;0.7733333;0.6759313;0.66;0.6606607
5;2;0.1;growing;KnnAdaBoost;0.74666667;0.12666667;0.83111113;0.7861111;0.74666667;0.7430105
10;2;0.1;growing;KnnAdaBoost;0.6666667;0.16666667;0.7777778;0.66582495;0.6666667;0.65681994
2;2;0.1;falling;KnnBagging;0.87333333;0.06333333;0.91555554;0.89113355;0.87333333;0.8666265
3;2;0.1;falling;KnnBagging;0.78;0.11;0.85333335;0.7882168;0.78;0.7762181
5;2;0.1;falling;KnnBagging;0.78;0.11;0.85333335;0.8561321;0.78;0.7491891
10;2;0.1;falling;KnnBagging;0.8;0.1;0.8666667;0.8025227;0.8;0.80063784
2;2;0.1;falling;KnnAdaBoost;0.28666666;0.35666665;0.5244444;0.19480519;0.28666666;0.23184603
3;2;0.1;falling;KnnAdaBoost;0.22666667;0.38666666;0.48444444;0.16468254;0.22666667;0.1905798
5;2;0.1;falling;KnnAdaBoost;0.11333334;0.44333333;0.4088889;0.1237037;0.11333334;0.118245624
10;2;0.1;falling;KnnAdaBoost;0.23333333;0.38333333;0.48888886;0.22558258;0.23333333;0.22557826
2;2;0.5;const;KnnBagging;0.94;0.03;0.96;0.94276094;0.94;0.9398497
3;2;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.9642857;0.96;0.95985544
5;2;0.5;const;KnnBagging;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;2;0.5;const;KnnBagging;0.93333334;0.033333335;0.9555555;0.93505096;0.93333334;0.9332265
2;2;0.5;const;KnnAdaBoost;0.66;0.17;0.7733333;0.703979;0.66;0.6382239
3;2;0.5;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
5;2;0.5;const;KnnAdaBoost;0.88666666;0.05666667;0.9244444;0.8880565;0.88666666;0.88442975
10;2;0.5;const;KnnAdaBoost;0.88666666;0.05666667;0.9244445;0.89053744;0.88666666;0.8851963
2;2;0.5;growing;KnnBagging;0.9066667;0.046666667;0.9377778;0.90705127;0.9066667;0.9066293
3;2;0.5;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;2;0.5;growing;KnnBagging;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
10;2;0.5;growing;KnnBagging;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
2;2;0.5;growing;KnnAdaBoost;0.73333335;0.13333334;0.82222223;0.7683432;0.73333335;0.7217026
3;2;0.5;growing;KnnAdaBoost;0.91333336;0.043333333;0.9422222;0.91397625;0.91333336;0.91359407
5;2;0.5;growing;KnnAdaBoost;0.87333333;0.06333333;0.91555554;0.8890445;0.87333333;0.8701841
10;2;0.5;growing;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.90937823;0.9066667;0.9055992
2;2;0.5;falling;KnnBagging;0.92;0.04;0.94666666;0.9237013;0.92;0.919711
3;2;0.5;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;2;0.5;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.94952464;0.94666666;0.9461087
10;2;0.5;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
2;2;0.5;falling;KnnAdaBoost;0.7866667;0.10666667;0.85777783;0.85153043;0.7866667;0.784849
3;2;0.5;falling;KnnAdaBoost;0.81333333;0.093333334;0.8755555;0.8248658;0.81333333;0.81444347
5;2;0.5;falling;KnnAdaBoost;0.61333334;0.19333333;0.74222225;0.62106353;0.61333334;0.6152373
10;2;0.5;falling;KnnAdaBoost;0.7733333;0.11333334;0.8488889;0.77341706;0.7733333;0.77322245
2;2;0.75;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;2;0.75;const;KnnBagging;0.94666666;0.026666667;0.96444446;0.9484702;0.94666666;0.94658124
5;2;0.75;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.954369;0.9533333;0.9532913
10;2;0.75;const;KnnBagging;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
2;2;0.75;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.9274236;0.9266667;0.9262098
3;2;0.75;const;KnnAdaBoost;0.8466667;0.07666667;0.8977778;0.8545243;0.8466667;0.84188384
5;2;0.75;const;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9337607;0.93333334;0.9333067
10;2;0.75;const;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.9075527;0.9066667;0.905833
2;2;0.75;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;2;0.75;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;2;0.75;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
10;2;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;2;0.75;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
3;2;0.75;growing;KnnAdaBoost;0.82666665;0.086666666;0.8844445;0.83086413;0.82666665;0.81933105
5;2;0.75;growing;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.90915823;0.9066667;0.9064494
10;2;0.75;growing;KnnAdaBoost;0.91333336;0.043333333;0.9422222;0.91292626;0.91333336;0.91234183
2;2;0.75;falling;KnnBagging;0.9266667;0.036666665;0.95111114;0.93989074;0.9266667;0.92576844
3;2;0.75;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;2;0.75;falling;KnnBagging;0.93333334;0.033333335;0.9555555;0.93505096;0.93333334;0.9332265
10;2;0.75;falling;KnnBagging;0.93333334;0.033333335;0.9555555;0.93333334;0.93333334;0.93333334
2;2;0.75;falling;KnnAdaBoost;0.68666667;0.15666667;0.7911111;0.7222222;0.68666667;0.68560606
3;2;0.75;falling;KnnAdaBoost;0.8;0.1;0.8666667;0.8015978;0.8;0.8002983
5;2;0.75;falling;KnnAdaBoost;0.76666665;0.11666667;0.84444445;0.76782835;0.76666665;0.76659805
10;2;0.75;falling;KnnAdaBoost;0.7133333;0.14333333;0.80888885;0.7394781;0.7133333;0.7149867
2;2;0.9;const;KnnBagging;0.9266667;0.036666665;0.95111114;0.927606;0.9266667;0.92660064
3;2;0.9;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;2;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;2;0.9;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;2;0.9;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
3;2;0.9;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.9284017;0.9266667;0.92556363
5;2;0.9;const;KnnAdaBoost;0.92;0.04;0.94666666;0.9202361;0.92;0.91912395
10;2;0.9;const;KnnAdaBoost;0.91333336;0.043333333;0.9422222;0.9125028;0.91333336;0.91248685
2;2;0.9;growing;KnnBagging;0.98;0.01;0.9866667;0.9801254;0.98;0.979998
3;2;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;2;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
10;2;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;2;0.9;growing;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.909111;0.9066667;0.90436625
3;2;0.9;growing;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9348821;0.93333334;0.932548
5;2;0.9;growing;KnnAdaBoost;0.9;0.05;0.93333334;0.8999733;0.9;0.89992666
10;2;0.9;growing;KnnAdaBoost;0.88666666;0.05666667;0.9244444;0.885984;0.88666666;0.8850429
2;2;0.9;falling;KnnBagging;0.92;0.04;0.94666666;0.93055564;0.92;0.9191919
3;2;0.9;falling;KnnBagging;0.93333334;0.033333335;0.9555555;0.9403393;0.93333334;0.9329038
5;2;0.9;falling;KnnBagging;0.92;0.04;0.94666666;0.92;0.92;0.92
10;2;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;2;0.9;falling;KnnAdaBoost;0.36;0.32;0.5733333;0.46026692;0.36;0.35391727
3;2;0.9;falling;KnnAdaBoost;0.74;0.13;0.82666665;0.74278116;0.74;0.7401284
5;2;0.9;falling;KnnAdaBoost;0.6666667;0.16666667;0.77777773;0.66741455;0.6666667;0.6668534
10;2;0.9;falling;KnnAdaBoost;0.8;0.1;0.8666667;0.80585265;0.8;0.80119103
2;2;1.0;const;KnnBagging;0.9266667;0.036666665;0.95111114;0.9353727;0.9266667;0.9260678
3;2;1.0;const;KnnBagging;0.98;0.01;0.9866667;0.9801254;0.98;0.979998
5;2;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;2;1.0;const;KnnBagging;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
2;2;1.0;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;2;1.0;const;KnnAdaBoost;0.88666666;0.05666667;0.9244445;0.89053744;0.88666666;0.8851963
5;2;1.0;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;2;1.0;const;KnnAdaBoost;0.94;0.03;0.96;0.93967944;0.94;0.93958646
2;2;1.0;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
3;2;1.0;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;2;1.0;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.954369;0.9533333;0.9532913
10;2;1.0;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;2;1.0;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
3;2;1.0;growing;KnnAdaBoost;0.8933333;0.053333335;0.92888886;0.89357877;0.8933333;0.89339465
5;2;1.0;growing;KnnAdaBoost;0.85333335;0.07333333;0.9022222;0.85733503;0.85333335;0.85115075
10;2;1.0;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95338726;0.9533333;0.9529074
2;2;1.0;falling;KnnBagging;0.91333336;0.043333333;0.9422223;0.914164;0.91333336;0.91296184
3;2;1.0;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;2;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
10;2;1.0;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
2;2;1.0;falling;KnnAdaBoost;0.68666667;0.15666667;0.7911111;0.74936;0.68666667;0.6844536
3;2;1.0;falling;KnnAdaBoost;0.86;0.07;0.9066667;0.86333424;0.86;0.8599826
5;2;1.0;falling;KnnAdaBoost;0.7266667;0.13666667;0.81777775;0.7529749;0.7266667;0.7205692
10;2;1.0;falling;KnnAdaBoost;0.76666665;0.11666667;0.84444445;0.7691123;0.76666665;0.7654864
2;3;0.1;const;KnnBagging;0.88666666;0.05666667;0.9244445;0.91542286;0.88666666;0.88329387
3;3;0.1;const;KnnBagging;0.9266667;0.036666665;0.95111114;0.927606;0.9266667;0.92660064
5;3;0.1;const;KnnBagging;0.93333334;0.033333335;0.9555555;0.9403393;0.93333334;0.93290395
10;3;0.1;const;KnnBagging;0.93333334;0.033333335;0.9555555;0.93505096;0.93333334;0.9332265
2;3;0.1;const;KnnAdaBoost;0.5933333;0.20333333;0.7288889;0.61970896;0.5933333;0.59264755
3;3;0.1;const;KnnAdaBoost;0.87333333;0.06333333;0.91555554;0.877465;0.87333333;0.87270963
5;3;0.1;const;KnnAdaBoost;0.9;0.05;0.93333334;0.900816;0.9;0.89959157
10;3;0.1;const;KnnAdaBoost;0.8466667;0.07666667;0.8977778;0.84465814;0.8466667;0.8454315
2;3;0.1;growing;KnnBagging;0.93333334;0.033333335;0.9555555;0.94444436;0.93333334;0.9326599
3;3;0.1;growing;KnnBagging;0.9066667;0.046666667;0.9377778;0.9117826;0.9066667;0.9059606
5;3;0.1;growing;KnnBagging;0.8933333;0.053333335;0.92888886;0.896645;0.8933333;0.8929479
10;3;0.1;growing;KnnBagging;0.8933333;0.053333335;0.92888886;0.896645;0.8933333;0.8929479
2;3;0.1;growing;KnnAdaBoost;0.62666667;0.18666665;0.7511111;0.78333336;0.62666667;0.6266667
3;3;0.1;growing;KnnAdaBoost;0.70666665;0.14666666;0.80444443;0.72272086;0.70666665;0.7071277
5;3;0.1;growing;KnnAdaBoost;0.88666666;0.05666667;0.9244445;0.88888884;0.88666666;0.88638264
10;3;0.1;growing;KnnAdaBoost;0.79333335;0.10333333;0.8622222;0.79487455;0.79333335;0.79371303
2;3;0.1;falling;KnnBagging;0.8933333;0.053333335;0.92888886;0.9119106;0.8933333;0.8915814
3;3;0.1;falling;KnnBagging;0.8666667;0.06666667;0.9111111;0.87753034;0.8666667;0.86467624
5;3;0.1;falling;KnnBagging;0.8933333;0.053333335;0.92888886;0.8936966;0.8933333;0.8932906
10;3;0.1;falling;KnnBagging;0.91333336;0.043333333;0.9422222;0.913432;0.91333336;0.9133247
2;3;0.1;falling;KnnAdaBoost;0.25333333;0.37333333;0.50222224;0.09178744;0.25333333;0.13475177
3;3;0.1;falling;KnnAdaBoost;0.19333333;0.40333334;0.46222225;0.19054422;0.19333333;0.18079846
5;3;0.1;falling;KnnAdaBoost;0.15333334;0.42333335;0.43555558;0.14497355;0.15333334;0.14758444
10;3;0.1;falling;KnnAdaBoost;0.39333335;0.30333334;0.59555554;0.42097482;0.39333335;0.3815031
2;3;0.5;const;KnnBagging;0.9266667;0.036666665;0.95111114;0.9292929;0.9266667;0.92648286
3;3;0.5;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;3;0.5;const;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;3;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
2;3;0.5;const;KnnAdaBoost;0.8933333;0.053333335;0.92888886;0.89549375;0.8933333;0.89401114
3;3;0.5;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.954369;0.9533333;0.9532913
5;3;0.5;const;KnnAdaBoost;0.94;0.03;0.96;0.94065356;0.94;0.9402634
10;3;0.5;const;KnnAdaBoost;0.87333333;0.06333333;0.91555554;0.8733208;0.87333333;0.8694638
2;3;0.5;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;3;0.5;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;3;0.5;growing;KnnBagging;0.94;0.03;0.96;0.9409875;0.94;0.939946
10;3;0.5;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;3;0.5;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
