glass
distance;votingInput;folds;k;TP;FP;Accuracy;Precision;Recall;F
Manhattan;constant;3;13;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;3;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;3;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;3;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;5;1;0.7870968;0.4313825;0.7870968;0.81774193;0.7870968;0.75478107
Manhattan;constant;5;3;0.83225805;0.27368665;0.83225805;0.8299286;0.83225805;0.82606655
Manhattan;constant;5;5;0.7935484;0.41259602;0.79354846;0.8178732;0.7935484;0.76554924
Manhattan;constant;5;7;0.7451613;0.5299232;0.7451613;0.8018678;0.7451613;0.6851357
Manhattan;constant;5;11;0.6967742;0.6367742;0.6967742;0.7905348;0.6967742;0.5900519
Manhattan;constant;5;13;0.6870968;0.6570968;0.6870968;0.785962;0.6870968;0.5691124
Manhattan;constant;5;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;5;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;5;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;10;1;0.7903226;0.3931797;0.7903226;0.79761326;0.7903226;0.7686684
Manhattan;constant;10;3;0.8;0.28904763;0.8;0.79545456;0.8;0.79639477
Manhattan;constant;10;5;0.783871;0.41196617;0.783871;0.79420066;0.783871;0.75858366
Manhattan;constant;10;7;0.7290323;0.54807985;0.7290323;0.75674856;0.7290323;0.66675335
Manhattan;constant;10;11;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;constant;10;13;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Manhattan;constant;10;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;10;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;constant;10;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;proportional;2;1;0.7451613;0.5246851;0.7451613;0.7911715;0.7451613;0.68801564
Manhattan;proportional;2;3;0.783871;0.40149;0.783871;0.78889096;0.783871;0.76155055
Manhattan;proportional;2;5;0.7709677;0.44953918;0.7709677;0.7891044;0.7709677;0.73715496
Manhattan;proportional;2;7;0.7387097;0.5487097;0.7387097;0.81143993;0.7387097;0.67090535
Manhattan;proportional;2;11;0.7064516;0.6164516;0.70645154;0.7951988;0.7064516;0.61005324
Manhattan;proportional;2;13;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;proportional;2;17;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Manhattan;proportional;2;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;proportional;2;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;proportional;3;1;0.8032258;0.3975115;0.8032258;0.8302292;0.8032258;0.7772987
Manhattan;proportional;3;3;0.82580644;0.3029493;0.82580644;0.8261521;0.82580644;0.8162429
Manhattan;proportional;3;5;0.7967742;0.38486943;0.7967742;0.80633557;0.7967742;0.77578634
Manhattan;proportional;3;7;0.7774193;0.4517051;0.7774193;0.81007314;0.7774193;0.7407582
Manhattan;proportional;3;11;0.7322581;0.56225806;0.73225814;0.8081031;0.7322581;0.65937984
Manhattan;proportional;3;13;0.7129032;0.6029032;0.7129032;0.7983601;0.7129032;0.62290573
Manhattan;proportional;3;17;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;proportional;3;19;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Manhattan;proportional;3;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;proportional;5;1;0.83225805;0.3103533;0.83225805;0.83851296;0.83225805;0.8204688
Manhattan;proportional;5;3;0.83870965;0.23918587;0.83870965;0.8357574;0.83870965;0.83580226
Manhattan;proportional;5;5;0.8451613;0.28849462;0.8451613;0.8519582;0.8451613;0.8351022
Manhattan;proportional;5;7;0.81935483;0.35840246;0.81935483;0.838652;0.81935483;0.8000958
Manhattan;proportional;5;11;0.7612903;0.49605227;0.7612903;0.813119;0.7612903;0.7116198
Manhattan;proportional;5;13;0.7516129;0.5216129;0.7516129;0.81825334;0.7516129;0.69310695
Manhattan;proportional;5;17;0.7064516;0.6164516;0.70645154;0.7951988;0.7064516;0.61005324
Manhattan;proportional;5;19;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;proportional;5;23;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Manhattan;proportional;10;1;0.83870965;0.27061445;0.83870965;0.8377084;0.83870965;0.8320717
Manhattan;proportional;10;3;0.8129032;0.25671273;0.8129032;0.8104172;0.8129032;0.8113275
Manhattan;proportional;10;5;0.83548385;0.27215055;0.83548385;0.833776;0.83548385;0.82906574
Manhattan;proportional;10;7;0.8129032;0.34576038;0.8129032;0.8188388;0.8129032;0.7976508
Manhattan;proportional;10;11;0.7709677;0.44953918;0.7709677;0.7891044;0.7709677;0.73715496
Manhattan;proportional;10;13;0.7483871;0.5074347;0.7483871;0.777957;0.7483871;0.6986175
Manhattan;proportional;10;17;0.71935487;0.57887864;0.71935487;0.7655284;0.71935487;0.6429644
Manhattan;proportional;10;19;0.716129;0.5856528;0.716129;0.76152074;0.716129;0.637004
Manhattan;proportional;10;23;0.7032258;0.6075115;0.7032258;0.72719204;0.7032258;0.6165046
Manhattan;weightedWithDistance;2;1;0.7451613;0.5246851;0.7451613;0.7911715;0.7451613;0.68801564
Manhattan;weightedWithDistance;2;3;0.783871;0.40149;0.783871;0.78889096;0.783871;0.76155055
Manhattan;weightedWithDistance;2;5;0.7709677;0.44953918;0.7709677;0.7891044;0.7709677;0.73715496
Manhattan;weightedWithDistance;2;7;0.7387097;0.5487097;0.7387097;0.81143993;0.7387097;0.67090535
Manhattan;weightedWithDistance;2;11;0.7064516;0.6164516;0.70645154;0.7951988;0.7064516;0.61005324
Manhattan;weightedWithDistance;2;13;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;weightedWithDistance;2;17;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Manhattan;weightedWithDistance;2;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;weightedWithDistance;2;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;weightedWithDistance;3;1;0.8032258;0.3975115;0.8032258;0.8302292;0.8032258;0.7772987
Manhattan;weightedWithDistance;3;3;0.82580644;0.3029493;0.82580644;0.8261521;0.82580644;0.8162429
Manhattan;weightedWithDistance;3;5;0.7967742;0.38486943;0.7967742;0.80633557;0.7967742;0.77578634
Manhattan;weightedWithDistance;3;7;0.7774193;0.4517051;0.7774193;0.81007314;0.7774193;0.7407582
Manhattan;weightedWithDistance;3;11;0.7322581;0.56225806;0.73225814;0.8081031;0.7322581;0.65937984
Manhattan;weightedWithDistance;3;13;0.7129032;0.6029032;0.7129032;0.7983601;0.7129032;0.62290573
Manhattan;weightedWithDistance;3;17;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;weightedWithDistance;3;19;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Manhattan;weightedWithDistance;3;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Manhattan;weightedWithDistance;5;1;0.83225805;0.3103533;0.83225805;0.83851296;0.83225805;0.8204688
Manhattan;weightedWithDistance;5;3;0.83870965;0.23918587;0.83870965;0.8357574;0.83870965;0.83580226
Manhattan;weightedWithDistance;5;5;0.8451613;0.28849462;0.8451613;0.8519582;0.8451613;0.8351022
Manhattan;weightedWithDistance;5;7;0.81935483;0.35840246;0.81935483;0.838652;0.81935483;0.8000958
Manhattan;weightedWithDistance;5;11;0.7612903;0.49605227;0.7612903;0.813119;0.7612903;0.7116198
Manhattan;weightedWithDistance;5;13;0.7516129;0.5216129;0.7516129;0.81825334;0.7516129;0.69310695
Manhattan;weightedWithDistance;5;17;0.7064516;0.6164516;0.70645154;0.7951988;0.7064516;0.61005324
Manhattan;weightedWithDistance;5;19;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Manhattan;weightedWithDistance;5;23;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Manhattan;weightedWithDistance;10;1;0.83870965;0.27061445;0.83870965;0.8377084;0.83870965;0.8320717
Manhattan;weightedWithDistance;10;3;0.8129032;0.25671273;0.8129032;0.8104172;0.8129032;0.8113275
Manhattan;weightedWithDistance;10;5;0.83548385;0.27215055;0.83548385;0.833776;0.83548385;0.82906574
Manhattan;weightedWithDistance;10;7;0.8129032;0.34576038;0.8129032;0.8188388;0.8129032;0.7976508
Manhattan;weightedWithDistance;10;11;0.7709677;0.44953918;0.7709677;0.7891044;0.7709677;0.73715496
Manhattan;weightedWithDistance;10;13;0.7483871;0.5074347;0.7483871;0.777957;0.7483871;0.6986175
Manhattan;weightedWithDistance;10;17;0.71935487;0.57887864;0.71935487;0.7655284;0.71935487;0.6429644
Manhattan;weightedWithDistance;10;19;0.716129;0.5856528;0.716129;0.76152074;0.716129;0.637004
Manhattan;weightedWithDistance;10;23;0.7032258;0.6075115;0.7032258;0.72719204;0.7032258;0.6165046
Manhattan;weightedWithExp;2;1;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;3;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;5;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;7;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;11;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;13;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;17;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;19;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;2;23;0.7903226;0.25698927;0.7903226;0.7933386;0.7903226;0.7916165
Manhattan;weightedWithExp;3;1;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;3;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;5;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;7;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;11;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;13;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;17;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;19;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;3;23;0.8129032;0.23576038;0.8129032;0.8139323;0.8129032;0.81338185
Manhattan;weightedWithExp;5;1;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;3;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;5;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;7;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;11;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;13;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;17;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;19;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;5;23;0.82258064;0.2049616;0.8225806;0.8277818;0.82258064;0.8244581
Manhattan;weightedWithExp;10;1;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;3;0.83548385;0.19357911;0.83548385;0.8391567;0.83548385;0.8368713
Manhattan;weightedWithExp;10;5;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;7;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;11;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;13;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;17;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;19;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithExp;10;23;0.83225805;0.20035331;0.83225805;0.8353711;0.83225805;0.83348536
Manhattan;weightedWithSquare;2;1;0.78064513;0.39254993;0.78064513;0.77984804;0.78064513;0.7614611
Manhattan;weightedWithSquare;2;3;0.7967742;0.33772656;0.7967742;0.7923804;0.7967742;0.78610456
Manhattan;weightedWithSquare;2;5;0.78064513;0.39778802;0.78064513;0.7815233;0.78064513;0.7601109
Manhattan;weightedWithSquare;2;7;0.7709677;0.4338249;0.7709677;0.7785334;0.7709677;0.7425112
Manhattan;weightedWithSquare;2;11;0.7548387;0.49388635;0.7548387;0.7842307;0.7548387;0.708772
Manhattan;weightedWithSquare;2;13;0.7419355;0.5262212;0.7419355;0.77911264;0.7419355;0.68548334
Manhattan;weightedWithSquare;2;17;0.7258065;0.56009215;0.7258065;0.7617081;0.7258065;0.65800166
Manhattan;weightedWithSquare;2;19;0.7225807;0.5668664;0.7225807;0.7577308;0.7225807;0.6523011
Manhattan;weightedWithSquare;2;23;0.7129032;0.58718896;0.7129032;0.744241;0.7129032;0.6347566
Manhattan;weightedWithSquare;3;1;0.82580644;0.3029493;0.82580644;0.8261521;0.82580644;0.8162429
Manhattan;weightedWithSquare;3;3;0.82580644;0.2819969;0.82580644;0.822873;0.82580644;0.81937677
Manhattan;weightedWithSquare;3;5;0.82580644;0.2977112;0.82580644;0.825058;0.82580644;0.81707144
Manhattan;weightedWithSquare;3;7;0.83225805;0.30511522;0.83225805;0.83663046;0.83225805;0.8213607
Manhattan;weightedWithSquare;3;11;0.8064516;0.38026112;0.8064516;0.82444173;0.8064516;0.7844887
Manhattan;weightedWithSquare;3;13;0.7967742;0.40058368;0.7967742;0.8162901;0.7967742;0.7715241
Manhattan;weightedWithSquare;3;17;0.7709677;0.46001533;0.7709677;0.79887336;0.7709677;0.73324394
Manhattan;weightedWithSquare;3;19;0.7612903;0.48033792;0.7612903;0.7902401;0.7612903;0.7187123
Manhattan;weightedWithSquare;3;23;0.7548387;0.49912444;0.7548387;0.79112905;0.7548387;0.70634526
Manhattan;weightedWithSquare;5;1;0.83870965;0.24442394;0.83870965;0.8357089;0.83870965;0.8352411
Manhattan;weightedWithSquare;5;3;0.84193546;0.21145928;0.84193546;0.8408221;0.84193546;0.84129244
Manhattan;weightedWithSquare;5;5;0.83870965;0.24442394;0.83870965;0.8357089;0.83870965;0.8352411
Manhattan;weightedWithSquare;5;7;0.84193546;0.26907837;0.84193546;0.8417295;0.84193546;0.83508515
Manhattan;weightedWithSquare;5;11;0.82903224;0.3118894;0.82903224;0.83367604;0.82903224;0.817475
Manhattan;weightedWithSquare;5;13;0.82903224;0.3171275;0.82903224;0.8356209;0.82903224;0.81654894
Manhattan;weightedWithSquare;5;17;0.82580644;0.32913977;0.82580644;0.83501077;0.82580644;0.8116059
Manhattan;weightedWithSquare;5;19;0.82903224;0.32760367;0.82903224;0.84034777;0.82903224;0.8145919
Manhattan;weightedWithSquare;5;23;0.81935483;0.34792626;0.81935483;0.83208746;0.81935483;0.80244434
Manhattan;weightedWithSquare;10;1;0.8548387;0.20531489;0.8548387;0.85293096;0.8548387;0.8533961
Manhattan;weightedWithSquare;10;3;0.83548385;0.21453148;0.83548385;0.83506674;0.83548385;0.8352658
Manhattan;weightedWithSquare;10;5;0.8483871;0.21886328;0.8483871;0.8460373;0.8483871;0.84640545
Manhattan;weightedWithSquare;10;7;0.8516129;0.23827955;0.8516129;0.84984887;0.8516129;0.8473241
Manhattan;weightedWithSquare;10;11;0.8483871;0.25029185;0.8483871;0.8472104;0.8483871;0.8431034
Manhattan;weightedWithSquare;10;13;0.8451613;0.25706604;0.8451613;0.8440396;0.8451613;0.839446
Manhattan;weightedWithSquare;10;17;0.83548385;0.2773886;0.83548385;0.8345458;0.83548385;0.8283539
Manhattan;weightedWithSquare;10;19;0.82903224;0.290937;0.82903224;0.8282218;0.82903224;0.8208543
Manhattan;weightedWithSquare;10;23;0.83870965;0.27061445;0.83870965;0.8377084;0.83870965;0.8320717
Euclidean;constant;2;1;0.6870968;0.6466206;0.6870968;0.6954419;0.6870968;0.5794781
Euclidean;constant;2;3;0.7645161;0.44737327;0.7645161;0.7718807;0.7645161;0.73348874
Euclidean;constant;2;5;0.7354839;0.5502458;0.7354839;0.79466075;0.7354839;0.6684731
Euclidean;constant;2;7;0.7;0.63;0.7;0.7920792;0.7;0.59681916
Euclidean;constant;2;11;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;2;13;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;2;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;2;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;2;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;3;1;0.7516129;0.5111367;0.7516129;0.79657704;0.7516129;0.69861573
Euclidean;constant;3;3;0.82258064;0.3201997;0.8225806;0.82594824;0.82258064;0.8105873
Euclidean;constant;3;5;0.7709677;0.45477727;0.7709677;0.79366314;0.7709677;0.7352353
Euclidean;constant;3;7;0.716129;0.59089094;0.716129;0.7778522;0.716129;0.6331783
Euclidean;constant;3;11;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Euclidean;constant;3;13;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Euclidean;constant;3;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;3;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;3;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;5;1;0.7774193;0.4517051;0.7774193;0.81007314;0.7774193;0.7407582
Euclidean;constant;5;3;0.81935483;0.27983105;0.81935483;0.8153236;0.81935483;0.8141337
Euclidean;constant;5;5;0.78064513;0.4292166;0.78064513;0.798117;0.78064513;0.7508961
Euclidean;constant;5;7;0.71935487;0.5736405;0.71935487;0.75352246;0.71935487;0.646528
Euclidean;constant;5;11;0.6903226;0.65032256;0.6903226;0.7874763;0.6903226;0.57620174
Euclidean;constant;5;13;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Euclidean;constant;5;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;5;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;5;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;10;1;0.783871;0.41720432;0.783871;0.79741174;0.783871;0.7570176
Euclidean;constant;10;3;0.82580644;0.27152076;0.82580644;0.82222867;0.82580644;0.8207718
Euclidean;constant;10;5;0.7903226;0.3931797;0.7903226;0.79761326;0.7903226;0.7686684
Euclidean;constant;10;7;0.7322581;0.5465438;0.73225814;0.7690965;0.7322581;0.66919327
Euclidean;constant;10;11;0.6870968;0.6570968;0.6870968;0.785962;0.6870968;0.5691124
Euclidean;constant;10;13;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Euclidean;constant;10;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;10;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;constant;10;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;proportional;2;1;0.7354839;0.5240553;0.7354839;0.7516129;0.7354839;0.68316203
Euclidean;proportional;2;3;0.7709677;0.41811055;0.7709677;0.77144635;0.7709677;0.74731475
Euclidean;proportional;2;5;0.7483871;0.48648235;0.7483871;0.7577525;0.7483871;0.7080479
Euclidean;proportional;2;7;0.7419355;0.5314593;0.7419355;0.78836757;0.7419355;0.6826223
Euclidean;proportional;2;11;0.7;0.63;0.7;0.7920792;0.7;0.59681916
Euclidean;proportional;2;13;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Euclidean;proportional;2;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;proportional;2;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;proportional;2;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;proportional;3;1;0.81935483;0.36364055;0.81935483;0.84255576;0.81935483;0.7988561
Euclidean;proportional;3;3;0.83870965;0.27585253;0.83870965;0.83861357;0.83870965;0.8313606
Euclidean;proportional;3;5;0.7967742;0.38486943;0.7967742;0.80633557;0.7967742;0.77578634
Euclidean;proportional;3;7;0.7870968;0.4313825;0.7870968;0.81774193;0.7870968;0.75478107
Euclidean;proportional;3;11;0.7258065;0.5705684;0.7258065;0.7868157;0.7258065;0.6511721
Euclidean;proportional;3;13;0.71935487;0.58411676;0.71935487;0.7810097;0.71935487;0.63925683
Euclidean;proportional;3;17;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Euclidean;proportional;3;19;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Euclidean;proportional;3;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;proportional;5;1;0.83225805;0.2998771;0.83225805;0.834993;0.83225805;0.82222044
Euclidean;proportional;5;3;0.83225805;0.24225806;0.83225805;0.8292766;0.83225805;0.8297943
Euclidean;proportional;5;5;0.82258064;0.3149616;0.8225806;0.8243787;0.82258064;0.8115135
Euclidean;proportional;5;7;0.8032258;0.37655914;0.8032258;0.8150579;0.8032258;0.7829042
Euclidean;proportional;5;11;0.7322581;0.5517819;0.73225814;0.7794131;0.7322581;0.6660487
Euclidean;proportional;5;13;0.7322581;0.56225806;0.73225814;0.8081031;0.7322581;0.65937984
Euclidean;proportional;5;17;0.6967742;0.6367742;0.6967742;0.7905348;0.6967742;0.5900519
Euclidean;proportional;5;19;0.6870968;0.6570968;0.6870968;0.785962;0.6870968;0.5691124
Euclidean;proportional;5;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;proportional;10;1;0.82903224;0.2856989;0.82903224;0.8273622;0.82903224;0.8216227
Euclidean;proportional;10;3;0.82903224;0.25427037;0.82903224;0.8255976;0.82903224;0.82565606
Euclidean;proportional;10;5;0.82258064;0.29400924;0.8225806;0.82017845;0.82258064;0.8148915
Euclidean;proportional;10;7;0.81935483;0.33221197;0.81935483;0.8247919;0.81935483;0.80566204
Euclidean;proportional;10;11;0.7709677;0.46001533;0.7709677;0.79887336;0.7709677;0.73324394
Euclidean;proportional;10;13;0.7548387;0.49912444;0.7548387;0.79112905;0.7548387;0.70634526
Euclidean;proportional;10;17;0.7322581;0.55701995;0.73225814;0.79213417;0.7322581;0.6627796
Euclidean;proportional;10;19;0.716129;0.59089094;0.716129;0.7778522;0.716129;0.6331783
Euclidean;proportional;10;23;0.7096774;0.59396315;0.7096774;0.73905534;0.7096774;0.62875414
Euclidean;weightedWithDistance;2;1;0.7354839;0.5240553;0.7354839;0.7516129;0.7354839;0.68316203
Euclidean;weightedWithDistance;2;3;0.7709677;0.41811055;0.7709677;0.77144635;0.7709677;0.74731475
Euclidean;weightedWithDistance;2;5;0.7483871;0.48648235;0.7483871;0.7577525;0.7483871;0.7080479
Euclidean;weightedWithDistance;2;7;0.7419355;0.5314593;0.7419355;0.78836757;0.7419355;0.6826223
Euclidean;weightedWithDistance;2;11;0.7;0.63;0.7;0.7920792;0.7;0.59681916
Euclidean;weightedWithDistance;2;13;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Euclidean;weightedWithDistance;2;17;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;weightedWithDistance;2;19;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;weightedWithDistance;2;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;weightedWithDistance;3;1;0.81935483;0.36364055;0.81935483;0.84255576;0.81935483;0.7988561
Euclidean;weightedWithDistance;3;3;0.83870965;0.27585253;0.83870965;0.83861357;0.83870965;0.8313606
Euclidean;weightedWithDistance;3;5;0.7967742;0.38486943;0.7967742;0.80633557;0.7967742;0.77578634
Euclidean;weightedWithDistance;3;7;0.7870968;0.4313825;0.7870968;0.81774193;0.7870968;0.75478107
Euclidean;weightedWithDistance;3;11;0.7258065;0.5705684;0.7258065;0.7868157;0.7258065;0.6511721
Euclidean;weightedWithDistance;3;13;0.71935487;0.58411676;0.71935487;0.7810097;0.71935487;0.63925683
Euclidean;weightedWithDistance;3;17;0.683871;0.663871;0.683871;0.7844575;0.683871;0.56190914
Euclidean;weightedWithDistance;3;19;0.68064517;0.6706452;0.68064517;0.78296274;0.68064517;0.5545883
Euclidean;weightedWithDistance;3;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;weightedWithDistance;5;1;0.83225805;0.2998771;0.83225805;0.834993;0.83225805;0.82222044
Euclidean;weightedWithDistance;5;3;0.83225805;0.24225806;0.83225805;0.8292766;0.83225805;0.8297943
Euclidean;weightedWithDistance;5;5;0.82258064;0.3149616;0.8225806;0.8243787;0.82258064;0.8115135
Euclidean;weightedWithDistance;5;7;0.8032258;0.37655914;0.8032258;0.8150579;0.8032258;0.7829042
Euclidean;weightedWithDistance;5;11;0.7322581;0.5517819;0.73225814;0.7794131;0.7322581;0.6660487
Euclidean;weightedWithDistance;5;13;0.7322581;0.56225806;0.73225814;0.8081031;0.7322581;0.65937984
Euclidean;weightedWithDistance;5;17;0.6967742;0.6367742;0.6967742;0.7905348;0.6967742;0.5900519
Euclidean;weightedWithDistance;5;19;0.6870968;0.6570968;0.6870968;0.785962;0.6870968;0.5691124
Euclidean;weightedWithDistance;5;23;0.67741936;0.67741936;0.6774194;0.458897;0.67741936;0.5471464
Euclidean;weightedWithDistance;10;1;0.82903224;0.2856989;0.82903224;0.8273622;0.82903224;0.8216227
Euclidean;weightedWithDistance;10;3;0.82903224;0.25427037;0.82903224;0.8255976;0.82903224;0.82565606
Euclidean;weightedWithDistance;10;5;0.82258064;0.29400924;0.8225806;0.82017845;0.82258064;0.8148915
Euclidean;weightedWithDistance;10;7;0.81935483;0.33221197;0.81935483;0.8247919;0.81935483;0.80566204
Euclidean;weightedWithDistance;10;11;0.7709677;0.46001533;0.7709677;0.79887336;0.7709677;0.73324394
