glass
distance;votingInput;folds;k;TP;FP;Accuracy;Precision;Recall;F
Mahalanobis;weightedWithDistance;2;7;0.70666665;0.14666666;0.80444443;0.7597538;0.70666665;0.6942052
Mahalanobis;weightedWithDistance;2;11;0.6533333;0.17333333;0.76888883;0.7562467;0.6533333;0.6387427
Mahalanobis;weightedWithDistance;2;13;0.6;0.2;0.73333335;0.7587302;0.6;0.5753102
Mahalanobis;weightedWithDistance;2;17;0.55333334;0.22333333;0.7022222;0.7558958;0.55333334;0.5169861
Mahalanobis;weightedWithDistance;2;19;0.53333336;0.23333333;0.6888889;0.7789241;0.53333336;0.49188843
Mahalanobis;weightedWithDistance;2;23;0.48666668;0.25666666;0.6577778;0.76296294;0.48666668;0.4292103
Mahalanobis;weightedWithDistance;3;1;0.81333333;0.09333334;0.8755555;0.82225657;0.81333333;0.8083966
Mahalanobis;weightedWithDistance;3;3;0.8333333;0.083333336;0.88888896;0.83742577;0.8333333;0.8293053
Mahalanobis;weightedWithDistance;3;5;0.8066667;0.096666664;0.87111115;0.81703705;0.8066667;0.8010118
Mahalanobis;weightedWithDistance;3;7;0.75333333;0.123333335;0.83555555;0.7788345;0.75333333;0.7456961
Mahalanobis;weightedWithDistance;3;11;0.68666667;0.15666667;0.7911111;0.7561155;0.68666667;0.6733046
Mahalanobis;weightedWithDistance;3;13;0.67333335;0.16333333;0.7822222;0.75883394;0.67333335;0.65925926
Mahalanobis;weightedWithDistance;3;17;0.6066667;0.19666667;0.7377778;0.738751;0.6066667;0.5782103
Mahalanobis;weightedWithDistance;3;19;0.6066667;0.19666667;0.73777777;0.74220085;0.6066667;0.58109665
Mahalanobis;weightedWithDistance;3;23;0.6333333;0.18333334;0.75555557;0.7611111;0.6333333;0.6174603
Mahalanobis;weightedWithDistance;5;1;0.87333333;0.06333333;0.91555554;0.87380207;0.87333333;0.8718697
Mahalanobis;weightedWithDistance;5;3;0.8933333;0.053333335;0.92888886;0.8944149;0.8933333;0.89270693
Mahalanobis;weightedWithDistance;5;5;0.87333333;0.06333333;0.91555554;0.8733977;0.87333333;0.8724145
Mahalanobis;weightedWithDistance;5;7;0.8333333;0.083333336;0.88888896;0.83982974;0.8333333;0.82983756
Mahalanobis;weightedWithDistance;5;11;0.78;0.11;0.85333335;0.80767554;0.78;0.7744128
Mahalanobis;weightedWithDistance;5;13;0.78;0.11;0.85333335;0.8080304;0.78;0.77504903
Mahalanobis;weightedWithDistance;5;17;0.78;0.11;0.85333335;0.80815756;0.78;0.77559924
Mahalanobis;weightedWithDistance;5;19;0.8066667;0.096666664;0.87111115;0.82322943;0.8066667;0.8037859
Mahalanobis;weightedWithDistance;5;23;0.8333333;0.083333336;0.88888896;0.84039044;0.8333333;0.83091784
Mahalanobis;weightedWithDistance;10;1;0.85333335;0.07333333;0.9022222;0.85791147;0.85333335;0.84995306
Mahalanobis;weightedWithDistance;10;3;0.8666667;0.06666667;0.91111106;0.87315917;0.8666667;0.8656718
Mahalanobis;weightedWithDistance;10;5;0.8666667;0.06666667;0.91111106;0.8698366;0.8666667;0.8644689
Mahalanobis;weightedWithDistance;10;7;0.85333335;0.07333333;0.9022222;0.8576248;0.85333335;0.8496992
Mahalanobis;weightedWithDistance;10;11;0.85333335;0.07333333;0.9022222;0.8553873;0.85333335;0.8495868
Mahalanobis;weightedWithDistance;10;13;0.85333335;0.07333333;0.9022222;0.8585994;0.85333335;0.85023844
Mahalanobis;weightedWithDistance;10;17;0.84;0.08;0.8933333;0.8468271;0.84;0.8354132
Mahalanobis;weightedWithDistance;10;19;0.82666665;0.086666666;0.8844445;0.8354085;0.82666665;0.81959355
Mahalanobis;weightedWithDistance;10;23;0.8333333;0.083333336;0.88888884;0.8417884;0.8333333;0.8273104
Mahalanobis;weightedWithExp;2;1;0.85333335;0.07333333;0.9022222;0.86622804;0.85333335;0.8526301
Mahalanobis;weightedWithExp;2;3;0.88666666;0.05666667;0.9244445;0.89861244;0.88666666;0.8870661
Mahalanobis;weightedWithExp;2;5;0.86;0.07;0.9066667;0.8716478;0.86;0.8598463
Mahalanobis;weightedWithExp;2;7;0.8466667;0.07666667;0.8977778;0.8598087;0.8466667;0.8460351
Mahalanobis;weightedWithExp;2;11;0.8466667;0.07666667;0.8977778;0.8598087;0.8466667;0.8460351
Mahalanobis;weightedWithExp;2;13;0.84;0.08;0.8933333;0.8535099;0.84;0.83941984
Mahalanobis;weightedWithExp;2;17;0.84;0.08;0.8933333;0.8535099;0.84;0.83941984
Mahalanobis;weightedWithExp;2;19;0.84;0.08;0.8933333;0.8535099;0.84;0.83941984
Mahalanobis;weightedWithExp;2;23;0.82666665;0.086666666;0.8844445;0.8430297;0.82666665;0.82558835
Mahalanobis;weightedWithExp;3;1;0.85333335;0.07333333;0.9022222;0.8571228;0.85333335;0.85129964
Mahalanobis;weightedWithExp;3;3;0.85333335;0.07333333;0.9022222;0.8571228;0.85333335;0.85129964
Mahalanobis;weightedWithExp;3;5;0.85333335;0.07333333;0.9022222;0.8571228;0.85333335;0.85129964
Mahalanobis;weightedWithExp;3;7;0.85333335;0.07333333;0.9022222;0.85564595;0.85333335;0.85079366
Mahalanobis;weightedWithExp;3;11;0.85333335;0.07333333;0.9022222;0.85564595;0.85333335;0.85079366
Mahalanobis;weightedWithExp;3;13;0.85333335;0.07333333;0.9022222;0.85564595;0.85333335;0.85079366
Mahalanobis;weightedWithExp;3;17;0.85333335;0.07333333;0.9022222;0.85564595;0.85333335;0.85079366
Mahalanobis;weightedWithExp;3;19;0.85333335;0.07333333;0.9022222;0.85564595;0.85333335;0.85079366
Mahalanobis;weightedWithExp;3;23;0.86;0.07;0.9066667;0.861552;0.86;0.8578595
Mahalanobis;weightedWithExp;5;1;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;5;3;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;5;5;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;5;7;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;5;11;0.88666666;0.05666667;0.9244445;0.89088744;0.88666666;0.8867068
Mahalanobis;weightedWithExp;5;13;0.88666666;0.05666667;0.9244445;0.89088744;0.88666666;0.8867068
Mahalanobis;weightedWithExp;5;17;0.87333333;0.06333333;0.91555554;0.87715656;0.87333333;0.87372184
Mahalanobis;weightedWithExp;5;19;0.8333333;0.083333336;0.88888884;0.84281874;0.8333333;0.8357404
Mahalanobis;weightedWithExp;5;23;0.7866667;0.10666667;0.85777783;0.81557065;0.7866667;0.7923929
Mahalanobis;weightedWithExp;10;1;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;10;3;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;10;5;0.8933333;0.053333335;0.92888886;0.8985668;0.8933333;0.8935247
Mahalanobis;weightedWithExp;10;7;0.9;0.05;0.93333334;0.9040439;0.9;0.9002598
Mahalanobis;weightedWithExp;10;11;0.88;0.06;0.92;0.8836906;0.88;0.88077706
Mahalanobis;weightedWithExp;10;13;0.8666667;0.06666667;0.91111106;0.87068564;0.8666667;0.8676251
Mahalanobis;weightedWithExp;10;17;0.8466667;0.07666667;0.8977778;0.85199916;0.8466667;0.84814215
Mahalanobis;weightedWithExp;10;19;0.8466667;0.07666667;0.8977778;0.85199916;0.8466667;0.84814215
Mahalanobis;weightedWithExp;10;23;0.82666665;0.086666666;0.88444436;0.8354917;0.82666665;0.8293486
Mahalanobis;weightedWithSquare;2;1;0.8066667;0.096666664;0.87111115;0.82710624;0.8066667;0.80375105
Mahalanobis;weightedWithSquare;2;3;0.86;0.07;0.9066667;0.86780864;0.86;0.858864
Mahalanobis;weightedWithSquare;2;5;0.8333333;0.083333336;0.88888884;0.8452011;0.8333333;0.8321085
Mahalanobis;weightedWithSquare;2;7;0.79333335;0.10333333;0.8622222;0.81985295;0.79333335;0.7904608
Mahalanobis;weightedWithSquare;2;11;0.75333333;0.123333335;0.8355555;0.7954433;0.75333333;0.7483422
Mahalanobis;weightedWithSquare;2;13;0.74;0.13;0.82666665;0.78816605;0.74;0.73313487
Mahalanobis;weightedWithSquare;2;17;0.7266667;0.13666667;0.81777775;0.79747754;0.7266667;0.72039616
Mahalanobis;weightedWithSquare;2;19;0.7266667;0.13666667;0.81777775;0.79747754;0.7266667;0.72039616
Mahalanobis;weightedWithSquare;2;23;0.7;0.15;0.8;0.78588206;0.7;0.6882637
Mahalanobis;weightedWithSquare;3;1;0.84;0.08;0.8933333;0.843836;0.84;0.83584124
Mahalanobis;weightedWithSquare;3;3;0.86;0.07;0.9066667;0.86141634;0.86;0.8575844
Mahalanobis;weightedWithSquare;3;5;0.84;0.08;0.8933333;0.84389883;0.84;0.8366656
Mahalanobis;weightedWithSquare;3;7;0.82666665;0.086666666;0.88444436;0.83281446;0.82666665;0.8221167
Mahalanobis;weightedWithSquare;3;11;0.78;0.11;0.85333335;0.7998857;0.78;0.7739804
Mahalanobis;weightedWithSquare;3;13;0.78;0.11;0.85333335;0.7998857;0.78;0.7739804
Mahalanobis;weightedWithSquare;3;17;0.78;0.11;0.85333335;0.7998857;0.78;0.7739804
Mahalanobis;weightedWithSquare;3;19;0.78;0.11;0.85333335;0.7998857;0.78;0.7739804
Mahalanobis;weightedWithSquare;3;23;0.78;0.11;0.85333335;0.7998857;0.78;0.7739804
Mahalanobis;weightedWithSquare;5;1;0.8933333;0.053333335;0.92888886;0.8936491;0.8933333;0.8930732
Mahalanobis;weightedWithSquare;5;3;0.8933333;0.053333335;0.92888886;0.8936491;0.8933333;0.8930732
Mahalanobis;weightedWithSquare;5;5;0.88666666;0.05666667;0.9244445;0.886845;0.88666666;0.8860295
Mahalanobis;weightedWithSquare;5;7;0.87333333;0.06333333;0.91555554;0.87380207;0.87333333;0.8718697
Mahalanobis;weightedWithSquare;5;11;0.85333335;0.07333333;0.9022222;0.8554359;0.85333335;0.85038334
Mahalanobis;weightedWithSquare;5;13;0.8466667;0.07666667;0.8977778;0.84958005;0.8466667;0.84313726
Mahalanobis;weightedWithSquare;5;17;0.86;0.07;0.9066667;0.86141634;0.86;0.8575844
Mahalanobis;weightedWithSquare;5;19;0.86;0.07;0.9066667;0.86141634;0.86;0.8575844
Mahalanobis;weightedWithSquare;5;23;0.88;0.06;0.92;0.88023436;0.88;0.8789631
Mahalanobis;weightedWithSquare;10;1;0.88;0.06;0.92;0.88162667;0.88;0.8795847
Mahalanobis;weightedWithSquare;10;3;0.88;0.06;0.92;0.88296294;0.88;0.8800668
Mahalanobis;weightedWithSquare;10;5;0.87333333;0.06333333;0.91555554;0.8747518;0.87333333;0.87237245
Mahalanobis;weightedWithSquare;10;7;0.8666667;0.06666667;0.9111111;0.8680654;0.8666667;0.86513233
Mahalanobis;weightedWithSquare;10;11;0.88;0.06;0.92;0.88162667;0.88;0.8795847
Mahalanobis;weightedWithSquare;10;13;0.87333333;0.06333333;0.91555554;0.87584674;0.87333333;0.87279254
Mahalanobis;weightedWithSquare;10;17;0.86;0.07;0.9066667;0.8622043;0.86;0.85816073
Mahalanobis;weightedWithSquare;10;19;0.8466667;0.07666667;0.8977778;0.84924245;0.8466667;0.8433863
Mahalanobis;weightedWithSquare;10;23;0.85333335;0.07333333;0.9022222;0.85519695;0.85333335;0.85054946

wine
distance;votingInput;folds;k;TP;FP;Accuracy;Precision;Recall;F
Manhattan;constant;2;1;0.6011236;0.2137836;0.7363653;0.7356513;0.6011236;0.5161402
Manhattan;constant;2;3;0.71910113;0.15927474;0.8132811;0.71885645;0.71910113;0.68452525
Manhattan;constant;2;5;0.64606744;0.19927141;0.7639502;0.6875025;0.64606744;0.5730906
Manhattan;constant;2;7;0.60674155;0.21311449;0.7382275;0.6613277;0.60674155;0.5331793
Manhattan;constant;2;11;0.48876405;0.25912452;0.6591971;0.46429327;0.48876405;0.4054058
Manhattan;constant;2;13;0.38764045;0.3054917;0.58685774;0.4502053;0.38764045;0.2699475
Manhattan;constant;2;17;0.33146068;0.33146068;0.546585;0.10986619;0.33146068;0.16503105
Manhattan;constant;2;19;0.33146068;0.33146068;0.546585;0.10986619;0.33146068;0.16503105
Manhattan;constant;2;23;0.33146068;0.33146068;0.546585;0.10986619;0.33146068;0.16503105
Manhattan;constant;3;1;0.6292135;0.20385781;0.7560599;0.47359988;0.6292135;0.5325291
Manhattan;constant;3;3;0.7752809;0.12930466;0.84964013;0.78358984;0.7752809;0.75616413
Manhattan;constant;3;5;0.6741573;0.18722935;0.78298193;0.712866;0.6741573;0.60422844
Manhattan;constant;3;7;0.5730337;0.2298268;0.7157871;0.44379443;0.5730337;0.48207828
Manhattan;constant;3;11;0.39325842;0.30647606;0.5894458;0.37956345;0.39325842;0.27750257
Manhattan;constant;3;13;0.3483146;0.32404697;0.55851537;0.41154912;0.3483146;0.19977432
Manhattan;constant;3;17;0.33146068;0.33146068;0.546585;0.10986619;0.33146068;0.16503105
Manhattan;constant;3;19;0.33146068;0.33146068;0.546585;0.10986619;0.33146068;0.16503105
Manhattan;constant;3;23;0.33146068;0.33146068;0.546585;0.10986619;0.33146068;0.16503105
Manhattan;constant;5;1;0.58426964;0.22471878;0.7217838;0.5962035;0.58426964;0.5204636
Manhattan;constant;5;3;0.752809;0.13523746;0.8328494;0.749095;0.752809;0.7461027
Manhattan;constant;5;5;0.6853933;0.17598705;0.78686404;0.6977384;0.6853933;0.661552
Manhattan;constant;5;7;0.6179775;0.20871753;0.7424252;0.6736129;0.6179775;0.5746484
Manhattan;constant;5;11;0.43820226;0.28513542;0.6211653;0.685513;0.43820226;0.34595194
Manhattan;constant;5;13;0.37078652;0.31573272;0.5737912;0.37093332;0.37078652;0.24116439
Manhattan;constant;5;17;0.43820226;0.28984758;0.6203762;0.3809739;0.43820226;0.3424617
Manhattan;constant;5;19;0.46629214;0.285345;0.63786143;0.36367893;0.46629214;0.37696034
Manhattan;constant;5;23;0.5955056;0.24955416;0.7238985;0.44428888;0.5955056;0.5061864
Manhattan;constant;10;1;0.6573034;0.18850878;0.77184063;0.6793039;0.6573034;0.60696995
Manhattan;constant;10;3;0.78089887;0.11919428;0.8515971;0.7784133;0.78089887;0.77593344
Manhattan;constant;10;5;0.71348315;0.15615724;0.80775785;0.7118657;0.71348315;0.69568175
Manhattan;constant;10;7;0.64606744;0.19054121;0.765118;0.6633715;0.64606744;0.5980332
Manhattan;constant;10;11;0.66853935;0.20580469;0.7765118;0.76440173;0.66853935;0.5760116
Manhattan;constant;10;13;0.6292135;0.23943888;0.7473804;0.4995377;0.6292135;0.5391442
Manhattan;constant;10;17;0.6348315;0.23240408;0.7522409;0.63862634;0.6348315;0.5604535
Manhattan;constant;10;19;0.6966292;0.18455279;0.79667974;0.68538547;0.6966292;0.645187
Manhattan;constant;10;23;0.5224719;0.25183657;0.6800278;0.4240186;0.5224719;0.43331897
Manhattan;proportional;2;1;0.7303371;0.15464641;0.82110846;0.7283567;0.7303371;0.6952137
Manhattan;proportional;2;3;0.7696629;0.13018827;0.8462315;0.76656395;0.7696629;0.756968
Manhattan;proportional;2;5;0.74157304;0.14813322;0.8275155;0.74443245;0.74157304;0.7149833
Manhattan;proportional;2;7;0.7247191;0.1574318;0.81700546;0.7235338;0.7247191;0.68993396
Manhattan;proportional;2;11;0.7247191;0.15648936;0.8173842;0.7235153;0.7247191;0.6897917
Manhattan;proportional;2;13;0.7303371;0.1551261;0.82041407;0.7457351;0.7303371;0.6938641
Manhattan;proportional;2;17;0.71348315;0.16065495;0.8099671;0.7323929;0.71348315;0.674752
Manhattan;proportional;2;19;0.6966292;0.16712624;0.79986745;0.71735007;0.6966292;0.65211344
Manhattan;proportional;2;23;0.69101125;0.16873781;0.795796;0.73192084;0.69101125;0.6467733
Manhattan;proportional;3;1;0.76404494;0.13556957;0.8417498;0.76427376;0.76404494;0.7498899
Manhattan;proportional;3;3;0.7977528;0.111549184;0.8642848;0.79583716;0.7977528;0.7918361
Manhattan;proportional;3;5;0.78089887;0.124386124;0.8530172;0.7810988;0.78089887;0.77072775
Manhattan;proportional;3;7;0.76404494;0.13533819;0.84140265;0.7662441;0.76404494;0.74895555
Manhattan;proportional;3;11;0.76404494;0.13581787;0.8417814;0.7731138;0.76404494;0.7432404
Manhattan;proportional;3;13;0.75842696;0.13931431;0.8380571;0.7744657;0.75842696;0.73525995
Manhattan;proportional;3;17;0.73595506;0.14951341;0.8242014;0.7542135;0.73595506;0.70561033
Manhattan;proportional;3;19;0.73595506;0.14857098;0.82458013;0.75490725;0.73595506;0.70567733
Manhattan;proportional;3;23;0.7303371;0.15489471;0.82044566;0.7575555;0.7303371;0.6935367
Manhattan;proportional;5;1;0.75842696;0.13291483;0.8376152;0.75364405;0.75842696;0.75230217
Manhattan;proportional;5;3;0.7921348;0.1107793;0.86049736;0.79088867;0.7921348;0.7909336
Manhattan;proportional;5;5;0.76404494;0.12989806;0.8410238;0.7599749;0.76404494;0.758221
Manhattan;proportional;5;7;0.76404494;0.13155155;0.8406451;0.76021326;0.76404494;0.7567035
Manhattan;proportional;5;11;0.76404494;0.13132016;0.8406451;0.7588723;0.76404494;0.75379413
Manhattan;proportional;5;13;0.75842696;0.13504797;0.8365421;0.7544192;0.75842696;0.74890447
Manhattan;proportional;5;17;0.7752809;0.1330744;0.8474309;0.78770155;0.7752809;0.76220256
Manhattan;proportional;5;19;0.75842696;0.14425784;0.8361634;0.7729099;0.75842696;0.7404727
Manhattan;proportional;5;23;0.747191;0.15596288;0.82899886;0.7805852;0.747191;0.71651864
Manhattan;proportional;10;1;0.8202247;0.09615824;0.87855065;0.8187156;0.8202247;0.8189478
Manhattan;proportional;10;3;0.8146067;0.094925605;0.87552077;0.8137792;0.8146067;0.814045
Manhattan;proportional;10;5;0.8202247;0.09450475;0.87855065;0.8188273;0.8202247;0.8193522
Manhattan;proportional;10;7;0.8202247;0.09615824;0.87855065;0.8187156;0.8202247;0.8189478
Manhattan;proportional;10;11;0.8033708;0.10734169;0.86728317;0.8017214;0.8033708;0.8009293
Manhattan;proportional;10;13;0.7752809;0.12857668;0.84885114;0.77599293;0.7752809;0.76744974
Manhattan;proportional;10;17;0.83146065;0.08799155;0.8864095;0.8307076;0.83146065;0.83104026
Manhattan;proportional;10;19;0.8202247;0.09285127;0.87855065;0.81939715;0.8202247;0.81966287
Manhattan;proportional;10;23;0.8202247;0.09356232;0.87855065;0.8182745;0.8202247;0.8187719
Manhattan;weightedWithDistance;2;1;0.7303371;0.15464641;0.82110846;0.7283567;0.7303371;0.6952137
Manhattan;weightedWithDistance;2;3;0.7696629;0.13018827;0.8462315;0.76656395;0.7696629;0.756968
Manhattan;weightedWithDistance;2;5;0.74157304;0.14813322;0.8275155;0.74443245;0.74157304;0.7149833
Manhattan;weightedWithDistance;2;7;0.7247191;0.1574318;0.81700546;0.7235338;0.7247191;0.68993396
Manhattan;weightedWithDistance;2;11;0.7247191;0.15648936;0.8173842;0.7235153;0.7247191;0.6897917
Manhattan;weightedWithDistance;2;13;0.7303371;0.1551261;0.82041407;0.7457351;0.7303371;0.6938641
Manhattan;weightedWithDistance;2;17;0.71348315;0.16065495;0.8099671;0.7323929;0.71348315;0.674752
Manhattan;weightedWithDistance;2;19;0.6966292;0.16712624;0.79986745;0.71735007;0.6966292;0.65211344
Manhattan;weightedWithDistance;2;23;0.69101125;0.16873781;0.795796;0.73192084;0.69101125;0.6467733
Manhattan;weightedWithDistance;3;1;0.76404494;0.13556957;0.8417498;0.76427376;0.76404494;0.7498899
Manhattan;weightedWithDistance;3;3;0.7977528;0.111549184;0.8642848;0.79583716;0.7977528;0.7918361
Manhattan;weightedWithDistance;3;5;0.78089887;0.124386124;0.8530172;0.7810988;0.78089887;0.77072775
Manhattan;weightedWithDistance;3;7;0.76404494;0.13533819;0.84140265;0.7662441;0.76404494;0.74895555
Manhattan;weightedWithDistance;3;11;0.76404494;0.13581787;0.8417814;0.7731138;0.76404494;0.7432404
Manhattan;weightedWithDistance;3;13;0.75842696;0.13931431;0.8380571;0.7744657;0.75842696;0.73525995
Manhattan;weightedWithDistance;3;17;0.73595506;0.14951341;0.8242014;0.7542135;0.73595506;0.70561033
Manhattan;weightedWithDistance;3;19;0.73595506;0.14857098;0.82458013;0.75490725;0.73595506;0.70567733
Manhattan;weightedWithDistance;3;23;0.7303371;0.15489471;0.82044566;0.7575555;0.7303371;0.6935367
Manhattan;weightedWithDistance;5;1;0.75842696;0.13291483;0.8376152;0.75364405;0.75842696;0.75230217
Manhattan;weightedWithDistance;5;3;0.7921348;0.1107793;0.86049736;0.79088867;0.7921348;0.7909336
Manhattan;weightedWithDistance;5;5;0.76404494;0.12989806;0.8410238;0.7599749;0.76404494;0.758221
Manhattan;weightedWithDistance;5;7;0.76404494;0.13155155;0.8406451;0.76021326;0.76404494;0.7567035
Manhattan;weightedWithDistance;5;11;0.76404494;0.13132016;0.8406451;0.7588723;0.76404494;0.75379413
Manhattan;weightedWithDistance;5;13;0.75842696;0.13504797;0.8365421;0.7544192;0.75842696;0.74890447
Manhattan;weightedWithDistance;5;17;0.7752809;0.1330744;0.8474309;0.78770155;0.7752809;0.76220256
Manhattan;weightedWithDistance;5;19;0.75842696;0.14425784;0.8361634;0.7729099;0.75842696;0.7404727
Manhattan;weightedWithDistance;5;23;0.747191;0.15596288;0.82899886;0.7805852;0.747191;0.71651864
Manhattan;weightedWithDistance;10;1;0.8202247;0.09615824;0.87855065;0.8187156;0.8202247;0.8189478
Manhattan;weightedWithDistance;10;3;0.8146067;0.094925605;0.87552077;0.8137792;0.8146067;0.814045
Manhattan;weightedWithDistance;10;5;0.8202247;0.09450475;0.87855065;0.8188273;0.8202247;0.8193522
Manhattan;weightedWithDistance;10;7;0.8202247;0.09615824;0.87855065;0.8187156;0.8202247;0.8189478
Manhattan;weightedWithDistance;10;11;0.8033708;0.10734169;0.86728317;0.8017214;0.8033708;0.8009293
Manhattan;weightedWithDistance;10;13;0.7752809;0.12857668;0.84885114;0.77599293;0.7752809;0.76744974
Manhattan;weightedWithDistance;10;17;0.83146065;0.08799155;0.8864095;0.8307076;0.83146065;0.83104026
Manhattan;weightedWithDistance;10;19;0.8202247;0.09285127;0.87855065;0.81939715;0.8202247;0.81966287
Manhattan;weightedWithDistance;10;23;0.8202247;0.09356232;0.87855065;0.8182745;0.8202247;0.8187719
Manhattan;weightedWithExp;2;1;0.6966292;0.14490293;0.79330266;0.7122903;0.6966292;0.6876272
Manhattan;weightedWithExp;2;3;0.78089887;0.10241112;0.85519505;0.7929987;0.78089887;0.78352475
Manhattan;weightedWithExp;2;5;0.78089887;0.10241112;0.85519505;0.7929987;0.78089887;0.78352475
Manhattan;weightedWithExp;2;7;0.7696629;0.10798188;0.84698904;0.78120387;0.7696629;0.7711246
Manhattan;weightedWithExp;2;11;0.55617976;0.21220683;0.6981442;0.6701816;0.55617976;0.524546
Manhattan;weightedWithExp;2;13;0.55617976;0.21220683;0.6981442;0.6701816;0.55617976;0.524546
Manhattan;weightedWithExp;2;17;0.43258426;0.2760981;0.6119492;0.5637178;0.43258426;0.3456673
Manhattan;weightedWithExp;2;19;0.43258426;0.2760981;0.6119492;0.5637178;0.43258426;0.3456673
Manhattan;weightedWithExp;2;23;0.39325842;0.29749757;0.5851218;0.5021724;0.39325842;0.2874419
Manhattan;weightedWithExp;3;1;0.66853935;0.17230605;0.76994693;0.6819025;0.66853935;0.6590278
Manhattan;weightedWithExp;3;3;0.8146067;0.10082849;0.87552077;0.8140231;0.8146067;0.8129264
Manhattan;weightedWithExp;3;5;0.80898875;0.103613876;0.87141776;0.8079018;0.80898875;0.8071975
